timestamp,Intersection_1_queue,Intersection_1_occupancy,Intersection_1_avg_speed,Intersection_2_queue,Intersection_2_occupancy,Intersection_2_avg_speed,Intersection_3_queue,Intersection_3_occupancy,Intersection_3_avg_speed,Intersection_4_queue,Intersection_4_occupancy,Intersection_4_avg_speed,Intersection_5_queue,Intersection_5_occupancy,Intersection_5_avg_speed,Intersection_6_queue,Intersection_6_occupancy,Intersection_6_avg_speed
2023-10-02 17:55:00,5,17.2,49.7,4,14.1,51.7,17,45.2,31.0,8,23.5,45.5,15,40.2,34.3,24,62.8,19.3
2023-10-02 18:00:00,0,0.0,60.0,13,36.4,36.8,9,25.9,43.8,13,35.8,37.3,9,25.1,44.4,22,59.4,21.5
2023-10-02 18:05:00,11,31.3,40.2,25,66.2,16.9,16,44.0,31.7,14,37.6,36.0,10,28.8,41.9,18,49.7,28.0
2023-10-02 18:10:00,29,75.7,10.6,13,36.1,37.0,8,22.8,45.9,10,29.5,41.4,8,23.4,45.5,9,26.7,43.3
2023-10-02 18:15:00,17,45.7,30.6,4,12.2,52.9,18,49.5,28.0,15,40.2,34.3,17,46.0,30.4,8,23.9,45.1
2023-10-02 18:20:00,11,30.6,40.6,26,67.4,16.1,21,54.9,24.4,18,48.4,28.7,2,9.5,54.7,12,34.1,38.3
2023-10-02 18:25:00,17,45.8,30.4,18,49.0,28.3,16,42.9,32.4,13,35.3,37.5,8,23.6,45.2,15,39.7,34.5
2023-10-02 18:30:00,5,15.2,50.8,14,37.5,35.9,3,10.8,53.7,11,31.8,39.7,3,10.6,53.8,4,12.1,52.9
2023-10-02 18:35:00,12,33.9,38.3,12,32.8,39.0,8,23.9,45.0,13,35.9,37.0,17,44.6,31.1,17,45.8,30.4
2023-10-02 18:40:00,15,39.6,34.4,21,54.4,24.6,18,46.6,29.8,14,38.0,35.5,3,11.1,53.5,22,57.4,22.6
2023-10-02 18:45:00,14,36.6,36.4,11,29.7,41.0,14,38.2,35.4,4,11.8,53.0,14,38.3,35.2,18,46.5,29.8
2023-10-02 18:50:00,19,49.5,27.8,21,54.8,24.2,0,0.0,60.0,17,44.5,31.1,24,62.2,19.3,10,27.5,42.5
2023-10-02 18:55:00,16,42.5,32.4,17,45.5,30.4,21,56.0,23.4,11,30.6,40.3,24,62.4,19.1,9,25.4,43.8
2023-10-02 19:00:00,18,47.1,29.3,15,40.7,33.5,15,39.1,34.6,21,56.0,23.4,3,10.0,54.0,16,41.6,33.0
2023-10-02 19:05:00,10,26.4,43.0,15,39.0,34.7,9,24.5,44.3,17,45.6,30.2,16,41.2,33.1,13,34.5,37.6
2023-10-02 19:10:00,19,49.9,27.3,13,33.9,38.0,20,51.4,26.3,21,54.0,24.6,8,21.6,46.1,16,43.1,31.8
2023-10-02 19:15:00,24,60.6,20.1,20,51.9,26.0,10,26.0,43.2,8,21.0,46.5,7,18.3,48.3,17,45.2,30.4
2023-10-02 19:20:00,8,21.3,46.3,8,22.9,45.2,10,25.6,43.4,11,30.3,40.3,13,34.2,37.7,20,52.3,25.6
2023-10-02 19:25:00,8,22.3,45.6,4,11.3,52.9,16,41.0,33.1,6,16.9,49.1,21,54.0,24.4,7,18.6,48.0
2023-10-02 19:30:00,22,55.3,23.5,17,44.5,30.7,24,62.0,19.1,9,24.7,43.9,17,44.3,30.9,15,38.6,34.6
2023-10-02 19:35:00,12,32.1,38.9,17,44.4,30.7,23,59.3,20.8,21,53.8,24.5,9,24.2,44.2,11,29.5,40.6
2023-10-02 19:40:00,22,55.7,23.1,16,41.9,32.4,16,40.1,33.6,22,57.0,22.3,18,45.2,30.1,13,33.2,38.1
2023-10-02 19:45:00,11,27.7,41.7,16,40.5,33.2,16,41.3,32.7,6,17.2,48.8,0,0.7,59.8,19,47.3,28.7
2023-10-02 19:50:00,22,55.9,22.9,11,29.3,40.7,18,45.9,29.5,11,27.2,42.0,9,22.8,45.0,19,48.7,27.7
2023-10-02 19:55:00,14,35.8,36.3,18,45.6,29.7,6,14.9,50.2,13,32.6,38.4,8,21.4,45.8,22,54.8,23.6
2023-10-02 20:00:00,15,37.4,35.2,13,32.8,38.2,17,43.2,31.3,17,42.3,31.9,14,34.7,37.0,16,39.9,33.5
2023-10-02 20:05:00,23,56.7,22.2,10,25.9,42.8,9,22.2,45.2,3,6.8,55.5,12,30.2,39.9,12,31.6,39.0
2023-10-02 20:10:00,11,27.5,41.7,11,28.3,41.2,15,37.7,34.8,3,8.9,54.1,12,30.8,39.4,12,29.1,40.6
2023-10-02 20:15:00,7,18.5,47.6,25,63.0,18.0,12,29.3,40.4,16,40.0,33.3,12,30.0,39.9,3,6.6,55.5
2023-10-02 20:20:00,10,25.7,42.8,3,6.4,55.7,16,39.9,33.3,1,3.2,57.8,13,32.7,38.1,21,52.5,24.9
2023-10-02 20:25:00,16,38.9,33.9,16,39.6,33.4,14,33.9,37.2,10,25.4,42.9,16,40.2,33.0,11,27.3,41.6
2023-10-02 20:30:00,3,8.4,54.2,3,6.7,55.3,0,0.0,60.0,14,34.3,36.9,14,34.1,37.1,16,39.5,33.5
2023-10-02 20:35:00,17,41.2,32.3,12,30.0,39.8,14,34.3,36.9,15,37.9,34.5,11,27.4,41.5,17,41.8,31.9
2023-10-02 20:40:00,10,23.3,44.2,10,24.9,43.1,17,41.1,32.4,12,29.3,40.2,15,37.5,34.8,5,12.7,51.2
2023-10-02 20:45:00,20,48.4,27.4,0,0.0,59.7,15,37.9,34.4,11,25.7,42.6,18,43.6,30.6,7,17.4,48.1
2023-10-02 20:50:00,0,0.0,60.0,15,36.8,35.1,12,29.5,40.0,18,43.7,30.6,9,22.7,44.6,22,54.2,23.5
2023-10-02 20:55:00,8,19.0,47.0,10,25.1,42.9,23,55.4,22.7,14,35.1,36.3,12,29.9,39.7,14,35.1,36.2
2023-10-02 21:00:00,3,5.3,56.1,0,0.0,60.0,14,35.3,36.1,9,20.9,45.7,20,48.0,27.6,9,21.9,45.0
2023-10-02 21:05:00,8,18.0,47.6,18,43.0,30.9,15,37.0,34.9,13,31.0,38.9,6,13.9,50.3,12,28.5,40.6
2023-10-02 21:10:00,14,34.0,36.9,21,51.8,25.0,19,45.9,28.9,15,36.0,35.6,23,57.3,21.3,19,46.5,28.5
2023-10-02 21:15:00,11,27.4,41.3,21,52.4,24.6,15,35.5,35.8,23,55.8,22.3,4,10.0,52.9,18,44.1,30.1
2023-10-02 21:20:00,11,26.1,42.1,15,35.3,36.0,7,16.4,48.5,17,41.7,31.7,10,24.7,43.0,4,7.9,54.2
2023-10-02 21:25:00,11,27.4,41.2,13,30.5,39.2,0,0.0,60.0,20,48.0,27.5,7,15.5,49.1,22,54.3,23.3
2023-10-02 21:30:00,14,32.7,37.7,20,49.5,26.4,10,22.5,44.5,9,20.5,45.8,26,62.4,17.8,18,44.1,30.0
2023-10-02 21:35:00,6,14.4,49.8,22,54.7,22.9,17,40.9,32.1,9,21.6,45.0,9,21.9,44.8,11,27.2,41.3
2023-10-02 21:40:00,17,40.0,32.7,19,46.4,28.5,10,24.1,43.3,11,25.8,42.2,9,21.9,44.8,5,11.5,51.7
2023-10-02 21:45:00,16,39.2,33.2,7,15.1,49.3,17,41.3,31.9,11,27.1,41.3,10,23.7,43.6,19,45.1,29.3
2023-10-02 21:50:00,15,34.9,36.1,14,32.2,37.9,13,31.4,38.4,6,14.0,50.0,13,30.6,39.0,15,36.3,35.2
2023-10-02 21:55:00,16,37.4,34.4,15,35.6,35.6,20,48.4,27.1,20,48.0,27.3,10,24.1,43.3,4,7.2,54.6
2023-10-02 22:00:00,14,33.4,37.1,1,1.8,58.1,11,24.5,43.0,18,42.2,31.2,11,27.0,41.4,11,25.5,42.3
2023-10-02 22:05:00,24,56.4,21.2,14,32.9,36.9,14,32.9,36.9,10,21.3,44.6,0,0.0,60.0,30,72.8,10.3
2023-10-02 22:10:00,11,24.5,42.5,25,59.9,18.9,15,33.4,36.5,16,35.4,35.2,12,26.6,41.0,12,26.0,41.4
2023-10-02 22:15:00,10,21.1,44.7,15,35.3,35.2,21,48.2,26.6,13,29.1,39.4,12,26.0,41.5,7,14.6,49.1
2023-10-02 22:20:00,7,14.3,49.2,20,47.7,26.9,1,0.0,58.7,16,36.4,34.5,18,41.2,31.3,6,10.5,51.8
2023-10-02 22:25:00,5,10.1,52.0,13,28.3,39.9,9,18.7,46.3,4,5.4,55.2,19,45.2,28.6,22,52.2,24.0
2023-10-02 22:30:00,4,6.9,54.2,11,24.4,42.5,17,38.3,33.3,11,23.3,43.2,10,22.7,43.6,17,38.2,33.3
2023-10-02 22:35:00,6,12.1,50.7,14,31.2,37.9,21,48.7,26.3,11,24.6,42.3,16,37.7,33.6,20,46.6,27.7
2023-10-02 22:40:00,11,24.4,42.5,7,13.2,49.9,13,29.0,39.4,15,34.8,35.6,5,8.9,52.8,13,29.1,39.3
2023-10-02 22:45:00,14,30.4,38.5,6,10.9,51.4,10,21.0,44.7,8,16.0,48.1,16,36.9,34.1,19,44.2,29.3
2023-10-02 22:50:00,12,26.1,41.3,19,44.3,29.2,16,36.7,34.3,0,0.0,60.0,8,16.8,47.6,6,12.6,50.3
2023-10-02 22:55:00,7,13.8,49.5,20,45.9,28.1,17,38.3,33.2,5,9.1,52.7,4,7.5,53.7,13,27.7,40.2
2023-10-02 23:00:00,17,38.8,32.9,6,10.4,51.8,9,19.9,45.5,11,24.4,42.5,10,22.5,43.7,13,29.6,39.0
2023-10-02 23:05:00,16,36.3,34.5,17,39.8,32.2,14,30.2,38.6,12,26.2,41.2,20,46.3,27.9,20,46.0,28.1
2023-10-02 23:10:00,11,22.8,43.5,11,23.9,42.8,19,42.9,30.1,22,50.5,25.1,13,27.9,40.1,13,30.0,38.7
2023-10-02 23:15:00,8,15.4,48.4,14,30.3,38.5,23,53.5,23.0,15,33.9,36.1,21,47.6,26.9,8,15.8,48.2
2023-10-02 23:20:00,15,33.4,36.4,14,32.1,37.3,16,36.3,34.5,12,26.4,41.1,7,13.9,49.4,12,26.1,41.3
2023-10-02 23:25:00,13,28.0,40.0,17,40.1,32.0,12,25.8,41.5,11,24.7,42.2,18,40.9,31.4,1,0.0,58.7
2023-10-02 23:30:00,3,3.4,56.4,12,26.4,41.1,11,24.3,42.5,18,41.7,30.9,8,15.4,48.5,0,0.0,60.0
2023-10-02 23:35:00,11,24.1,42.6,20,46.3,27.8,15,33.5,36.4,8,16.3,47.8,13,28.5,39.7,17,37.6,33.6
2023-10-02 23:40:00,13,29.0,39.3,13,29.7,38.9,11,23.4,43.1,11,23.0,43.4,13,28.4,39.8,9,19.5,45.7
2023-10-02 23:45:00,6,11.6,51.0,15,34.5,35.7,13,27.9,40.1,5,8.8,52.8,15,35.0,35.3,10,21.2,44.6
2023-10-02 23:50:00,13,27.9,40.1,7,12.6,50.3,5,9.2,52.5,20,46.4,27.8,13,28.8,39.5,17,37.5,33.7
2023-10-02 23:55:00,3,3.2,56.5,24,57.4,20.4,19,44.5,29.0,14,31.0,38.0,7,14.0,49.4,20,46.0,28.0
2023-10-03 00:00:00,20,45.0,28.6,14,32.0,37.3,5,7.9,53.4,7,14.4,49.1,17,38.2,33.2,15,33.0,36.7
2023-10-03 00:05:00,19,43.7,29.5,16,35.7,34.9,9,18.5,46.3,11,23.3,43.1,22,51.0,24.7,23,53.9,22.7
2023-10-03 00:10:00,10,21.2,44.5,2,0.9,58.1,12,26.5,41.0,15,32.6,36.9,8,16.2,47.8,15,32.5,37.0
2023-10-03 00:15:00,14,30.5,38.4,7,12.7,50.2,23,54.9,22.1,10,21.2,44.5,0,0.0,60.0,13,29.5,39.0
2023-10-03 00:20:00,0,0.0,60.0,19,43.6,29.6,9,18.7,46.2,8,17.0,47.3,14,32.5,37.0,13,28.6,39.6
2023-10-03 00:25:00,5,7.7,53.6,13,29.3,39.1,8,15.0,48.7,8,15.2,48.5,10,20.0,45.3,4,5.7,54.9
2023-10-03 00:30:00,10,20.6,44.9,0,0.0,60.0,8,16.7,47.5,14,30.1,38.6,11,23.0,43.3,17,39.3,32.4
2023-10-03 00:35:00,5,8.9,52.7,18,40.6,31.6,21,49.9,25.4,9,19.6,45.6,15,33.3,36.4,0,0.0,60.0
2023-10-03 00:40:00,16,35.7,34.9,8,16.8,47.4,0,0.0,60.0,9,18.2,46.5,9,18.2,46.6,8,16.2,47.9
2023-10-03 00:45:00,23,55.0,22.0,20,46.2,27.9,5,10.0,52.0,3,5.0,55.4,10,21.0,44.7,12,25.3,41.8
2023-10-03 00:50:00,4,7.4,53.8,11,23.7,42.9,28,66.0,14.7,12,26.2,41.2,11,23.5,43.0,7,13.2,49.9
2023-10-03 00:55:00,6,12.4,50.4,13,28.1,40.0,15,33.9,36.1,10,22.3,43.8,20,47.0,27.3,9,18.2,46.5
2023-10-03 01:00:00,13,28.5,39.6,19,42.7,30.2,5,8.4,53.1,10,20.2,45.2,12,25.5,41.7,23,52.6,23.6
2023-10-03 01:05:00,21,49.2,25.9,6,11.5,51.0,11,24.4,42.4,13,28.0,40.0,4,6.5,54.4,18,41.6,31.0
2023-10-03 01:10:00,4,6.7,54.2,6,10.1,51.9,12,26.0,41.3,16,36.2,34.5,4,7.1,54.0,7,14.7,48.9
2023-10-03 01:15:00,13,28.7,39.5,10,22.1,44.0,17,37.7,33.5,16,35.5,35.0,12,27.1,40.6,9,18.0,46.7
2023-10-03 01:20:00,22,52.3,23.8,16,37.4,33.7,23,52.6,23.6,15,33.3,36.5,5,8.1,53.3,4,5.8,54.8
2023-10-03 01:25:00,2,0.2,58.5,4,5.0,55.3,14,30.8,38.1,10,21.4,44.4,2,1.6,57.6,16,35.6,34.9
2023-10-03 01:30:00,4,5.8,54.8,1,0.0,58.7,8,16.9,47.4,8,16.5,47.7,15,34.5,35.6,10,21.3,44.5
2023-10-03 01:35:00,9,18.6,46.2,16,37.4,33.8,16,36.8,34.1,5,9.3,52.4,16,35.3,35.2,0,0.0,60.0
2023-10-03 01:40:00,8,17.2,47.2,8,16.0,48.0,7,14.5,49.0,8,16.1,47.9,9,19.5,45.7,12,26.5,41.0
2023-10-03 01:45:00,16,37.2,33.9,9,19.1,45.9,5,9.5,52.3,12,25.3,41.8,13,29.4,39.1,14,31.6,37.6
2023-10-03 01:50:00,13,28.6,39.6,0,0.0,60.0,1,0.0,59.6,7,13.2,49.9,13,27.8,40.1,17,39.4,32.4
2023-10-03 01:55:00,1,0.0,59.7,7,14.8,48.8,2,1.5,57.6,12,26.4,41.0,15,34.0,36.0,11,23.9,42.7
2023-10-03 02:00:00,15,32.7,36.8,11,24.9,42.1,6,11.6,51.0,6,10.5,51.7,15,34.1,36.0,9,19.4,45.7
2023-10-03 02:05:00,8,16.3,47.8,17,39.0,32.7,4,7.3,53.8,2,0.1,58.6,0,0.0,60.0,23,54.8,22.1
2023-10-03 02:10:00,19,44.1,29.3,7,13.4,49.7,13,29.7,38.9,16,37.3,33.8,10,21.4,44.4,12,25.1,41.9
2023-10-03 02:15:00,8,15.6,48.3,21,49.9,25.4,4,7.0,54.0,9,17.9,46.7,15,32.8,36.8,16,35.8,34.8
2023-10-03 02:20:00,8,15.5,48.4,7,14.7,48.8,0,0.0,60.0,6,12.5,50.4,9,18.9,46.1,8,16.9,47.4
2023-10-03 02:25:00,15,33.1,36.6,7,14.8,48.8,5,9.4,52.4,5,8.6,52.9,12,25.6,41.6,16,35.4,35.1
2023-10-03 02:30:00,16,36.5,34.4,21,48.1,26.6,9,17.9,46.7,14,31.4,37.8,16,36.3,34.5,3,3.2,56.6
2023-10-03 02:35:00,14,31.7,37.5,13,28.2,39.9,8,15.9,48.0,20,45.6,28.2,12,26.2,41.2,9,18.1,46.6
2023-10-03 02:40:00,1,0.0,58.8,8,16.7,47.5,21,47.8,26.8,9,19.0,46.0,21,47.6,26.9,4,6.9,54.1
2023-10-03 02:45:00,15,33.1,36.6,11,22.7,43.5,8,15.8,48.1,10,21.8,44.1,18,41.9,30.7,8,15.9,48.0
2023-10-03 02:50:00,5,9.5,52.3,20,45.3,28.5,17,38.2,33.2,18,41.1,31.3,11,23.2,43.2,19,43.8,29.5
2023-10-03 02:55:00,13,28.6,39.6,20,47.0,27.3,11,24.7,42.2,1,0.0,60.0,10,22.1,44.0,8,15.8,48.1
2023-10-03 03:00:00,3,3.7,56.2,7,12.8,50.1,11,24.4,42.4,23,54.5,22.3,0,0.0,60.0,16,35.8,34.8
2023-10-03 03:05:00,14,31.7,37.5,11,24.4,42.4,6,12.5,50.3,26,61.7,17.5,10,20.1,45.2,21,47.8,26.8
2023-10-03 03:10:00,7,13.0,50.0,12,26.4,41.1,11,24.2,42.6,0,0.0,60.0,3,4.8,55.5,11,24.6,42.2
2023-10-03 03:15:00,4,5.8,54.8,6,10.3,51.8,7,13.6,49.6,11,23.6,42.9,13,28.4,39.8,17,40.0,32.0
2023-10-03 03:20:00,16,35.8,34.8,11,24.2,42.5,13,27.6,40.3,7,14.3,49.1,12,27.4,40.4,15,33.0,36.6
2023-10-03 03:25:00,13,28.7,39.5,12,25.2,41.9,10,21.6,44.3,10,21.1,44.6,16,35.5,35.0,12,26.8,40.8
2023-10-03 03:30:00,8,15.9,48.1,18,42.2,30.5,6,10.9,51.4,9,18.8,46.1,20,46.1,28.0,16,36.4,34.4
2023-10-03 03:35:00,20,46.9,27.4,19,43.2,29.9,17,40.0,32.0,16,37.3,33.8,11,24.7,42.2,23,52.7,23.5
2023-10-03 03:40:00,9,18.5,46.3,10,20.2,45.2,14,31.6,37.7,11,23.5,43.0,25,59.4,19.1,8,15.6,48.3
2023-10-03 03:45:00,12,25.7,41.6,10,22.0,44.0,9,18.5,46.4,6,11.5,51.0,13,28.7,39.6,6,10.8,51.5
2023-10-03 03:50:00,13,29.2,39.2,16,35.2,35.3,12,27.4,40.4,11,22.6,43.6,4,5.6,55.0,5,9.9,52.1
2023-10-03 03:55:00,8,16.0,48.1,8,16.5,47.7,11,24.0,42.7,15,33.0,36.7,8,16.8,47.5,18,40.2,31.9
2023-10-03 04:00:00,14,32.4,37.1,15,34.1,36.0,6,12.3,50.5,4,7.5,53.7,9,19.7,45.6,18,42.2,30.6
2023-10-03 04:05:00,8,17.3,47.2,11,24.0,42.7,12,26.4,41.1,2,0.6,58.3,15,34.2,35.9,8,17.3,47.2
2023-10-03 04:10:00,9,19.2,45.9,6,10.8,51.5,8,16.1,48.0,24,55.3,21.9,6,11.2,51.3,0,0.0,60.0
2023-10-03 04:15:00,20,45.9,28.2,6,11.1,51.3,6,11.3,51.2,8,15.8,48.2,10,21.0,44.8,8,15.3,48.5
2023-10-03 04:20:00,5,9.9,52.2,20,47.2,27.3,2,1.2,58.0,11,23.4,43.1,11,23.1,43.4,15,33.7,36.3
2023-10-03 04:25:00,0,0.0,60.0,11,23.2,43.3,9,20.2,45.3,9,19.6,45.7,9,18.9,46.2,11,24.6,42.4
2023-10-03 04:30:00,21,49.8,25.6,21,50.3,25.3,15,34.2,36.0,15,33.9,36.2,16,37.8,33.6,13,28.4,39.9
2023-10-03 04:35:00,27,64.0,16.1,9,18.0,46.8,7,15.3,48.6,22,52.3,23.9,15,35.4,35.2,9,17.9,46.9
2023-10-03 04:40:00,9,19.8,45.6,13,30.2,38.7,27,63.7,16.4,15,34.5,35.8,19,43.3,29.9,18,41.1,31.4
2023-10-03 04:45:00,0,0.0,60.0,26,61.8,17.6,17,39.2,32.7,3,3.2,56.7,10,21.0,44.8,14,31.1,38.1
2023-10-03 04:50:00,10,21.4,44.6,5,10.2,52.0,20,45.6,28.4,3,5.3,55.3,19,44.1,29.4,15,34.9,35.6
2023-10-03 04:55:00,10,21.9,44.3,0,0.0,60.0,17,38.1,33.4,9,20.2,45.4,4,5.7,55.0,13,28.6,39.8
2023-10-03 05:00:00,11,26.5,41.7,20,48.7,27.0,23,57.1,21.3,11,25.3,42.5,4,8.5,53.7,16,37.2,34.6
2023-10-03 05:05:00,6,12.8,50.9,7,17.1,48.0,8,17.7,47.6,2,3.7,57.0,5,11.3,51.9,15,36.4,35.2
2023-10-03 05:10:00,16,38.4,33.9,12,29.4,39.9,0,0.0,60.0,17,42.0,31.5,12,29.8,39.6,7,15.8,48.9
2023-10-03 05:15:00,16,37.7,34.3,9,21.1,45.4,10,23.2,44.0,6,13.6,50.4,20,47.9,27.5,15,35.5,35.8
2023-10-03 05:20:00,4,7.6,54.4,14,34.1,36.8,16,38.4,33.9,21,52.5,24.5,9,21.0,45.5,17,41.9,31.6
2023-10-03 05:25:00,17,40.8,32.4,7,16.0,48.9,13,32.5,37.9,23,57.6,21.2,10,23.1,44.1,19,47.6,27.8
2023-10-03 05:30:00,25,61.3,18.7,12,27.8,41.1,14,34.6,36.5,11,26.8,41.7,11,27.3,41.4,15,36.7,35.1
2023-10-03 05:35:00,14,33.3,37.4,15,37.5,34.6,21,50.5,25.9,15,37.3,34.7,16,39.3,33.4,7,16.3,48.8
2023-10-03 05:40:00,11,25.9,42.4,7,15.9,49.1,15,36.7,35.2,5,12.5,51.3,10,23.8,43.8,8,18.8,47.1
2023-10-03 05:45:00,12,29.1,40.3,9,20.7,45.9,18,43.2,30.9,16,40.6,32.6,10,23.2,44.2,10,24.7,43.2
2023-10-03 05:50:00,16,40.8,32.6,11,26.3,42.2,7,17.4,48.1,10,24.1,43.7,5,11.3,52.2,14,34.4,36.8
2023-10-03 05:55:00,2,5.9,55.9,4,10.4,52.9,6,15.4,49.5,6,15.5,49.5,9,23.2,44.3,12,30.0,39.8
2023-10-03 06:00:00,14,34.6,36.8,10,25.8,42.7,23,56.3,22.3,11,27.8,41.3,20,49.8,26.7,6,15.3,49.7
2023-10-03 06:05:00,11,26.6,42.2,14,34.2,37.1,14,33.9,37.3,10,25.4,42.9,14,33.8,37.4,6,15.5,49.6
2023-10-03 06:10:00,24,60.5,19.7,11,26.7,42.1,9,23.4,44.4,11,27.9,41.4,9,21.6,45.5,0,1.3,59.1
2023-10-03 06:15:00,12,30.5,39.7,11,29.0,40.7,9,23.7,44.2,19,47.3,28.5,21,51.6,25.6,0,0.0,60.0
2023-10-03 06:20:00,23,58.4,21.1,13,33.1,38.0,9,23.7,44.3,8,21.6,45.7,10,24.6,43.7,12,31.4,39.1
2023-10-03 06:25:00,7,17.2,48.7,9,23.9,44.2,9,23.1,44.7,24,59.8,20.3,22,55.0,23.4,27,68.5,14.4
2023-10-03 06:30:00,17,42.9,31.6,17,44.4,30.6,6,14.8,50.3,5,14.2,50.7,22,55.1,23.4,24,61.0,19.5
2023-10-03 06:35:00,15,39.2,34.1,22,55.9,22.9,4,11.9,52.3,23,58.6,21.1,14,35.2,36.7,8,19.7,47.1
2023-10-03 06:40:00,8,21.7,45.8,11,27.8,41.8,12,31.8,39.1,7,19.5,47.3,4,12.3,52.1,14,37.0,35.6
2023-10-03 06:45:00,15,37.7,35.2,16,42.3,32.1,10,26.2,42.9,14,35.1,37.0,27,69.4,14.1,5,13.1,51.6
2023-10-03 06:50:00,21,53.6,24.7,12,31.8,39.2,20,52.0,25.7,11,28.0,41.7,16,41.2,32.9,6,15.7,49.9
2023-10-03 06:55:00,12,30.8,39.9,16,41.2,33.0,15,40.1,33.7,12,30.5,40.1,12,30.8,39.9,6,17.7,48.6
2023-10-03 07:00:00,4,10.6,53.4,23,59.5,20.8,15,40.0,33.8,19,48.0,28.5,19,50.3,26.9,12,32.6,38.8
2023-10-03 07:05:00,14,36.0,36.5,17,43.9,31.3,9,25.1,43.8,23,58.8,21.4,18,46.8,29.3,13,33.6,38.2
2023-10-03 07:10:00,8,23.0,45.2,3,10.0,53.9,13,34.8,37.4,21,54.4,24.3,22,56.2,23.1,15,40.4,33.7
2023-10-03 07:15:00,12,31.7,39.5,17,43.6,31.5,16,42.2,32.5,11,30.8,40.1,10,26.9,42.7,18,46.8,29.5
2023-10-03 07:20:00,13,35.8,36.8,21,55.6,23.6,18,47.8,28.8,15,39.8,34.1,16,41.8,32.8,12,32.0,39.3
2023-10-03 07:25:00,4,11.7,52.9,13,33.9,38.1,13,35.9,36.8,9,25.5,43.7,7,19.5,47.7,14,37.8,35.5
2023-10-03 07:30:00,4,13.2,51.9,20,52.4,25.8,20,53.6,25.0,8,22.6,45.7,18,47.5,29.1,7,21.1,46.7
2023-10-03 07:35:00,17,44.9,30.9,10,27.3,42.6,14,37.7,35.6,7,20.4,47.2,14,37.3,35.9,6,17.5,49.1
2023-10-03 07:40:00,11,29.9,40.8,5,15.5,50.5,19,49.6,27.7,11,31.2,40.0,16,42.0,32.8,5,15.3,50.6
2023-10-03 07:45:00,0,0.0,60.0,15,40.0,34.2,11,30.5,40.5,16,41.6,33.1,13,35.7,37.0,18,47.6,29.1
2023-10-03 07:50:00,19,49.7,27.7,4,11.6,53.1,3,10.7,53.7,3,9.3,54.6,13,34.2,38.0,12,32.9,38.9
2023-10-03 07:55:00,16,42.1,32.8,13,34.4,37.9,16,42.0,32.8,14,37.3,36.0,9,25.0,44.2,3,9.9,54.2
2023-10-03 08:00:00,10,27.3,42.6,22,57.3,22.6,18,48.9,28.2,23,60.7,20.3,19,49.9,27.6,14,37.1,36.1
2023-10-03 08:05:00,6,18.2,48.7,3,9.3,54.6,18,46.6,29.8,21,54.8,24.3,23,60.3,20.6,7,19.3,48.0
2023-10-03 08:10:00,19,50.5,27.2,6,18.7,48.3,17,44.3,31.3,11,29.2,41.4,11,29.6,41.1,24,62.8,18.9
2023-10-03 08:15:00,16,43.1,32.1,8,22.4,45.9,12,32.6,39.1,6,16.9,49.5,17,46.2,30.0,11,29.2,41.4
2023-10-03 08:20:00,28,73.5,11.8,14,36.8,36.3,9,25.7,43.7,17,44.7,31.0,17,44.2,31.3,18,48.0,28.8
2023-10-03 08:25:00,17,43.9,31.5,12,32.1,39.3,17,45.9,30.2,0,2.9,58.9,14,37.7,35.6,21,54.0,24.8
2023-10-03 08:30:00,16,43.3,31.9,22,58.4,21.8,17,43.9,31.5,21,54.1,24.7,5,14.6,51.0,8,23.1,45.3
2023-10-03 08:35:00,13,34.8,37.5,20,51.6,26.3,11,28.9,41.5,13,34.1,38.0,6,17.7,48.9,14,38.4,35.1
2023-10-03 08:40:00,19,49.3,27.8,17,44.5,31.0,21,53.7,24.9,25,64.5,17.7,9,25.3,43.8,17,45.4,30.4
2023-10-03 08:45:00,18,46.2,29.8,15,39.0,34.6,9,23.6,44.9,4,10.9,53.4,1,4.7,57.5,15,38.6,34.9
2023-10-03 08:50:00,21,55.3,23.7,16,42.5,32.3,10,27.8,42.0,19,50.3,27.0,22,57.7,22.1,16,42.0,32.6
2023-10-03 08:55:00,11,28.5,41.6,9,23.4,45.0,24,60.8,20.0,13,34.8,37.4,16,41.8,32.7,6,16.4,49.6
2023-10-03 09:00:00,11,29.5,40.8,19,48.9,27.9,19,49.0,27.8,12,31.0,39.8,14,35.6,36.8,17,44.3,31.0
2023-10-03 09:05:00,11,28.5,41.4,7,19.0,47.8,11,30.3,40.2,5,15.2,50.3,0,2.9,58.5,11,28.4,41.5
2023-10-03 09:10:00,18,47.3,28.9,19,47.9,28.5,15,39.7,33.9,17,44.3,30.8,3,8.0,55.0,16,40.6,33.3
2023-10-03 09:15:00,23,57.5,22.0,21,52.9,25.1,14,37.4,35.4,18,45.2,30.2,13,35.0,37.0,19,48.9,27.8
2023-10-03 09:20:00,11,27.9,41.7,15,37.9,35.0,0,0.0,60.0,24,61.5,19.3,25,64.3,17.4,17,44.8,30.4
2023-10-03 09:25:00,11,28.0,41.5,12,31.8,39.1,8,20.8,46.4,19,49.5,27.2,9,23.9,44.3,15,39.6,33.8
2023-10-03 09:30:00,15,38.8,34.3,16,40.1,33.5,13,33.3,38.0,10,25.2,43.4,18,47.0,28.8,17,43.7,31.0
